,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
3688,FORD,FOCUS (Start/Stop),COMPACT,1.0,3,M6,Regular Gasoline,7.9,5.9,7.0,40,164
3689,FORD,FOCUS FFV,COMPACT,2.0,4,AM6,Regular Gasoline,9.1,6.4,7.9,36,185
3690,FORD,FOCUS FFV,COMPACT,2.0,4,AM6,Ethanol (E85),12.2,8.8,10.6,27,177
3691,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Regular Gasoline,9.2,6.6,8.0,35,189
3692,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,Ethanol (E85),12.4,9.1,10.9,26,182
3693,FORD,FOCUS FFV,COMPACT,2.0,4,M5,Regular Gasoline,9.5,7.0,8.3,34,195
3694,FORD,FOCUS FFV,COMPACT,2.0,4,M5,Ethanol (E85),12.9,9.5,11.4,25,188
3695,FORD,FOCUS RS AWD,MID-SIZE,2.3,4,M6,Premium Gasoline,12.2,9.4,10.9,26,256
3696,FORD,FOCUS ST,MID-SIZE,2.0,4,M6,Regular Gasoline,10.5,7.8,9.3,30,219
3697,FORD,FUSION,MID-SIZE,1.5,4,AS6,Regular Gasoline,10.0,7.0,8.7,32,204
3698,FORD,FUSION,MID-SIZE,2.0,4,AS6,Regular Gasoline,11.2,7.6,9.6,29,225
3699,FORD,FUSION,MID-SIZE,2.5,4,A6,Regular Gasoline,11.3,7.5,9.6,29,224
3700,FORD,FUSION AWD,MID-SIZE,2.0,4,AS6,Regular Gasoline,11.8,8.1,10.1,28,238
3701,FORD,FUSION AWD,MID-SIZE,2.7,6,AS6,Regular Gasoline,13.5,9.0,11.5,25,270
3702,FORD,FUSION HYBRID,MID-SIZE,2.0,4,AV,Regular Gasoline,5.5,5.7,5.6,50,131
3703,FORD,GT,TWO-SEATER,3.5,6,AM7,Premium Gasoline,20.6,13.2,17.3,16,406
3704,FORD,MUSTANG,SUBCOMPACT,2.3,4,AS6,Regular Gasoline,11.0,7.9,9.6,29,226
3705,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS6,Regular Gasoline,11.8,8.3,10.2,28,239
3706,FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,Regular Gasoline,11.2,7.8,9.8,29,230
3707,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,M6,Regular Gasoline,11.2,8.4,9.8,29,230
3708,FORD,MUSTANG,SUBCOMPACT,3.7,6,AS6,Regular Gasoline,12.8,8.9,11.1,25,259
3709,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,Regular Gasoline,13.8,8.8,11.5,25,271
3710,FORD,MUSTANG,SUBCOMPACT,5.0,8,AS6,Regular Gasoline,15.6,9.6,12.9,22,303
3711,FORD,MUSTANG,SUBCOMPACT,5.0,8,M6,Regular Gasoline,15.8,9.8,13.1,22,307
3712,FORD,MUSTANG (Performance Pkg),SUBCOMPACT,5.0,8,M6,Regular Gasoline,16.7,10.2,13.8,20,324
3713,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,Regular Gasoline,11.8,8.3,10.2,28,239
3714,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,M6,Regular Gasoline,11.2,8.7,10.1,28,237
3715,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,AS6,Regular Gasoline,15.5,10.3,13.2,21,309
3716,FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,5.0,8,M6,Regular Gasoline,16.7,10.2,13.8,20,324
3717,FORD,SHELBY GT350 MUSTANG,SUBCOMPACT,5.2,8,M6,Premium Gasoline,17.2,11.3,14.6,19,341
3718,FORD,T-150 WAGON,VAN - PASSENGER,3.5,6,AS6,Regular Gasoline,16.2,12.8,14.6,19,344
3719,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,Regular Gasoline,16.7,13.0,15.1,19,354
3720,FORD,T-150 WAGON FFV,VAN - PASSENGER,3.7,6,AS6,Ethanol (E85),23.0,18.5,20.9,14,343
3721,FORD,TAURUS,FULL-SIZE,2.0,4,AS6,Regular Gasoline,11.8,8.1,10.1,28,238
3723,FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,Ethanol (E85),17.6,11.7,15.0,19,249
3725,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Regular Gasoline,13.6,9.9,12.4,23,291
3726,FORD,TAURUS FFV AWD,FULL-SIZE,3.5,6,AS6,Ethanol (E85),18.7,13.4,16.3,17,271
3727,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Regular Gasoline,11.9,8.7,10.4,27,244
3728,FORD,TRANSIT CONNECT VAN FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Ethanol (E85),16.1,11.9,14.2,20,234
3729,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Regular Gasoline,12.4,8.8,10.8,26,253
3730,FORD,TRANSIT CONNECT WAGON LWB FFV,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,Ethanol (E85),16.8,12.1,14.7,19,242
3731,GENESIS,G80 AWD,FULL-SIZE,3.8,6,AS8,Regular Gasoline,14.3,9.5,12.1,23,286
3732,GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Premium Gasoline,17.2,10.5,14.2,20,332
3733,GENESIS,G90 AWD,FULL-SIZE,3.3,6,AS8,Premium Gasoline,13.7,9.7,11.9,24,279
3734,GENESIS,G90 AWD,FULL-SIZE,5.0,8,AS8,Premium Gasoline,15.2,10.2,13.0,22,306
3735,GMC,ACADIA,SUV - STANDARD,2.5,4,A6,Regular Gasoline,11.0,9.2,10.2,28,239
3736,GMC,ACADIA,SUV - STANDARD,3.6,6,A6,Regular Gasoline,13.0,9.3,11.3,25,265
3737,GMC,ACADIA AWD,SUV - STANDARD,2.5,4,A6,Regular Gasoline,11.2,9.4,10.4,27,243
3738,GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,Regular Gasoline,13.3,9.5,11.6,24,271
3739,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,A6,Regular Gasoline,12.0,9.2,10.7,26,252
3740,GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4,M6,Regular Gasoline,12.2,9.2,10.9,26,254
3741,GMC,CANYON,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,10.8,7.9,9.5,30,255
3742,GMC,CANYON,PICKUP TRUCK - SMALL,3.6,6,A8,Regular Gasoline,13.4,9.6,11.7,24,274
3743,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,Regular Gasoline,12.7,9.6,11.3,25,263
3744,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,Diesel,12.1,8.4,10.4,27,280
3745,GMC,CANYON 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,Regular Gasoline,14.0,9.9,12.2,23,286
3746,GMC,SAVANA 2500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Regular Gasoline,21.8,14.8,18.6,15,438
3747,GMC,SAVANA 3500 PASSENGER,VAN - PASSENGER,6.0,8,A6,Regular Gasoline,22.3,14.9,19.0,15,445
3748,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,14.6,10.3,12.7,22,297
3749,GMC,SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A8,Regular Gasoline,15.2,10.7,13.1,22,309
3750,GMC,SIERRA,PICKUP TRUCK - STANDARD,6.2,8,A8,Premium Gasoline,15.9,11.2,13.8,20,323
3751,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Regular Gasoline,13.4,10.0,11.9,24,279
3752,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Ethanol (E85),19.3,14.3,17.1,17,284
3753,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,14.6,10.3,12.7,22,298
3754,GMC,SIERRA FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Ethanol (E85),19.7,13.9,17.1,17,284
3756,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,Regular Gasoline,15.9,11.5,13.9,20,327
3757,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Premium Gasoline,16.0,11.7,14.1,20,330
3758,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Regular Gasoline,14.1,10.6,12.5,23,294
3759,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,4.3,6,A6,Ethanol (E85),20.3,15.2,18.0,16,294
3760,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Regular Gasoline,15.0,10.7,13.1,22,307
3761,GMC,SIERRA 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,Ethanol (E85),20.7,14.4,17.9,16,317
3762,GMC,SIERRA eASSIST 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,Regular Gasoline,14.4,11.2,13.0,22,303
3763,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.0,7.5,9.4,30,221
3764,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.0,7.5,9.4,30,221
3765,GMC,TERRAIN FFV,SUV - SMALL,2.4,4,A6,Ethanol (E85),15.6,11.0,13.6,21,223
3766,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,Regular Gasoline,14.1,9.7,12.1,23,285
3767,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.5,8.3,10.1,28,237
3768,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,Regular Gasoline,15.0,10.4,13.0,22,304
3769,GMC,YUKON,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,305
3770,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,305
3771,GMC,YUKON FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),20.0,13.5,17.1,17,284
3774,GMC,YUKON 4WD FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),20.8,14.5,18.0,16,299
3775,GMC,YUKON DENALI 4WD,SUV - STANDARD,6.2,8,A8,Premium Gasoline,16.0,11.7,14.1,20,330
3776,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,305
3777,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,Regular Gasoline,15.1,10.4,13.0,22,305
3778,GMC,YUKON XL FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),20.0,13.5,17.1,17,284
3781,GMC,YUKON XL 4WD FFV,SUV - STANDARD,5.3,8,A6,Ethanol (E85),22.1,15.4,19.1,15,317
3782,GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Premium Gasoline,16.3,11.7,14.2,20,333
3783,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,Regular Gasoline,9.2,6.9,8.2,34,190
3784,HONDA,ACCORD,MID-SIZE,2.4,4,M6,Regular Gasoline,10.4,7.4,9.0,31,210
3785,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,AS6,Regular Gasoline,11.4,7.4,9.6,29,225
3786,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,M6,Regular Gasoline,12.9,8.4,10.9,26,254
3787,HONDA,ACCORD SEDAN,MID-SIZE,2.4,4,AV,Regular Gasoline,8.7,6.6,7.8,36,180
3788,HONDA,ACCORD SEDAN,MID-SIZE,3.5,6,A6,Regular Gasoline,11.4,7.2,9.5,30,223
3789,HONDA,ACCORD HYBRID,MID-SIZE,2.0,4,AV,Regular Gasoline,4.9,5.1,5.0,56,114
3790,HONDA,CIVIC COUPE,COMPACT,1.5,4,AV7,Regular Gasoline,7.5,5.9,6.8,42,158
3791,HONDA,CIVIC COUPE,COMPACT,1.5,4,M6,Regular Gasoline,7.7,5.7,6.8,42,159
3792,HONDA,CIVIC COUPE,COMPACT,2.0,4,AV,Regular Gasoline,7.8,6.0,7.0,40,163
3793,HONDA,CIVIC COUPE,COMPACT,2.0,4,M6,Regular Gasoline,8.5,6.1,7.4,38,173
3794,HONDA,CIVIC SEDAN,MID-SIZE,1.5,4,AV,Regular Gasoline,7.4,5.6,6.6,43,153
3795,HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,AV,Regular Gasoline,7.8,6.0,7.0,40,163
3796,HONDA,CIVIC SEDAN,MID-SIZE,2.0,4,M6,Regular Gasoline,8.5,6.0,7.4,38,172
3797,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV,Regular Gasoline,7.7,6.0,6.9,41,162
3798,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,Regular Gasoline,7.9,6.6,7.3,39,170
3799,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,AV7,Premium Gasoline,7.9,6.6,7.3,39,170
3800,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,Regular Gasoline,8.0,6.2,7.2,39,167
3801,HONDA,CIVIC HATCHBACK,FULL-SIZE,1.5,4,M6,Premium Gasoline,8.0,6.2,7.2,39,167
3802,HONDA,CR-V,SUV - SMALL,1.5,4,AV,Regular Gasoline,8.4,7.0,7.8,36,181
3803,HONDA,CR-V AWD,SUV - SMALL,1.5,4,AV,Regular Gasoline,8.7,7.2,8.0,35,188
3804,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV,Regular Gasoline,7.0,5.9,6.5,43,154
3805,HONDA,FIT,STATION WAGON - SMALL,1.5,4,AV7,Regular Gasoline,7.6,6.4,7.0,40,164
3806,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M6,Regular Gasoline,8.1,6.6,7.4,38,174
3807,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV,Regular Gasoline,8.3,6.9,7.7,37,180
3808,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,AV7,Regular Gasoline,8.3,6.9,7.7,37,180
3809,HONDA,HR-V,STATION WAGON - SMALL,1.8,4,M6,Regular Gasoline,9.4,7.1,8.4,34,195
3810,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV,Regular Gasoline,8.9,7.5,8.2,34,194
3811,HONDA,HR-V AWD,STATION WAGON - SMALL,1.8,4,AV7,Regular Gasoline,8.9,7.5,8.2,34,194
3812,HONDA,ODYSSEY,MINIVAN,3.5,6,A6,Regular Gasoline,12.3,8.6,10.7,26,251
3813,HONDA,PILOT,SUV - SMALL,3.5,6,A6,Regular Gasoline,12.4,8.8,10.8,26,254
3814,HONDA,PILOT AWD,SUV - SMALL,3.5,6,A6,Regular Gasoline,13.0,9.3,11.3,25,266
3815,HONDA,PILOT AWD,SUV - SMALL,3.5,6,AS9,Regular Gasoline,12.4,9.3,11.0,26,256
3816,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A6,Regular Gasoline,12.8,9.5,11.3,25,264
3817,HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,Regular Gasoline,8.9,6.6,7.9,36,182
3818,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,Regular Gasoline,8.8,6.5,7.8,36,184
3819,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,AS6,Regular Gasoline,8.3,6.4,7.4,38,174
3820,HYUNDAI,ELANTRA,MID-SIZE,2.0,4,M6,Regular Gasoline,9.1,6.6,8.0,35,187
3821,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,AS6,Regular Gasoline,9.8,7.3,8.7,32,206
3822,HYUNDAI,ELANTRA GT,MID-SIZE,2.0,4,M6,Regular Gasoline,9.8,7.2,8.7,32,204
3823,HYUNDAI,IONIQ,FULL-SIZE,1.6,4,AM6,Regular Gasoline,4.3,4.4,4.4,64,103
3824,HYUNDAI,IONIQ BLUE,FULL-SIZE,1.6,4,AM6,Regular Gasoline,4.2,4.0,4.1,69,96
3827,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,Regular Gasoline,11.1,8.6,10.0,28,235
3828,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.0,4,AS6,Regular Gasoline,12.5,9.6,11.2,25,264
3829,HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,2.4,4,AS6,Regular Gasoline,12.0,9.1,10.7,26,253
3831,HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,Regular Gasoline,10.5,7.6,9.2,31,216
3832,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,Regular Gasoline,9.4,6.7,8.2,34,194
3833,HYUNDAI,SONATA SPORT/LIMITED,FULL-SIZE,2.4,4,AS6,Regular Gasoline,10.0,7.2,8.7,32,207
3834,HYUNDAI,SONATA HYBRID,MID-SIZE,2.0,4,AS6,Regular Gasoline,6.3,5.7,6.0,47,143
3835,HYUNDAI,SONATA HYBRID SE,MID-SIZE,2.0,4,AS6,Regular Gasoline,6.0,5.3,5.7,50,137
3836,HYUNDAI,TUCSON,SUV - SMALL,1.6,4,AM7,Regular Gasoline,9.9,8.5,9.3,30,221
3837,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,Regular Gasoline,10.1,7.8,9.0,31,213
3838,HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,Regular Gasoline,11.0,9.1,10.2,28,241
3839,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,Regular Gasoline,8.3,6.7,7.6,37,180
3840,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,Regular Gasoline,8.9,6.9,8.0,35,188
3841,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS6,Regular Gasoline,8.9,7.3,8.2,34,193
3842,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,Regular Gasoline,9.4,7.2,8.4,34,200
3843,INFINITI,Q50 AWD,MID-SIZE,2.0,4,AS7,Premium Gasoline,10.7,8.4,9.6,29,226
3844,INFINITI,Q50 AWD,MID-SIZE,3.0,6,AS7,Premium Gasoline,12.6,8.8,10.9,26,256
3845,INFINITI,Q50S RED SPORT AWD,MID-SIZE,3.0,6,AS7,Premium Gasoline,12.3,9.2,10.9,26,257
3846,INFINITI,Q50 HYBRID AWD,COMPACT,3.5,6,AS7,Premium Gasoline,9.1,7.7,8.5,33,200
3847,INFINITI,Q60 AWD,SUBCOMPACT,2.0,4,AS7,Premium Gasoline,11.2,8.5,10.0,28,233
3848,INFINITI,Q60 AWD,SUBCOMPACT,3.0,6,AS7,Premium Gasoline,12.4,8.8,10.8,26,253
3849,INFINITI,Q60S RED SPORT AWD,SUBCOMPACT,3.0,6,AS7,Premium Gasoline,12.5,9.2,11.0,26,259
3850,INFINITI,Q70 AWD,MID-SIZE,3.7,6,AS7,Premium Gasoline,13.2,9.8,11.7,24,274
3852,INFINITI,Q70 HYBRID,MID-SIZE,3.5,6,AS7,Premium Gasoline,8.4,7.1,7.8,36,184
3853,INFINITI,QX30,COMPACT,2.0,4,AM7,Premium Gasoline,9.7,7.1,8.5,33,200
3854,INFINITI,QX30 AWD,COMPACT,2.0,4,AM7,Premium Gasoline,10.6,8.0,9.4,30,221
3855,INFINITI,QX50 AWD,STATION WAGON - SMALL,3.7,6,AS7,Premium Gasoline,13.7,9.8,11.9,24,280
3856,INFINITI,QX60,SUV - SMALL,3.5,6,AV7,Premium Gasoline,11.9,8.8,10.5,27,246
3857,INFINITI,QX60 AWD,SUV - SMALL,3.5,6,AV7,Premium Gasoline,12.5,9.1,10.9,26,257
3858,INFINITI,QX60 HYBRID AWD,SUV - STANDARD,2.5,4,AV7,Regular Gasoline,9.5,8.6,9.1,31,214
3859,INFINITI,QX70 AWD,SUV - SMALL,3.7,6,AS7,Premium Gasoline,14.5,10.8,12.8,22,301
3860,INFINITI,QX80 4WD,SUV - STANDARD,5.6,8,AS7,Premium Gasoline,17.4,12.2,15.1,19,355
3861,JAGUAR,F-PACE 35t,SUV - SMALL,3.0,6,AS8,Premium Gasoline,13.3,10.0,11.8,24,277
3862,JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Premium Gasoline,11.9,8.5,10.4,27,242
3864,JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6,AS8,Premium Gasoline,11.9,8.5,10.4,27,242
3866,JAGUAR,F-TYPE R CONVERTIBLE AWD,TWO-SEATER,5.0,8,AS8,Premium Gasoline,15.6,10.4,13.3,21,311
3867,JAGUAR,F-TYPE R COUPE AWD,TWO-SEATER,5.0,8,AS6,Premium Gasoline,15.6,10.4,13.3,21,311
3868,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,AS8,Premium Gasoline,12.4,8.8,10.8,26,253
3869,JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6,M6,Premium Gasoline,15.3,10.0,12.9,22,302
3870,JAGUAR,F-TYPE S CONVERTIBLE AWD,TWO-SEATER,3.0,6,AS8,Premium Gasoline,13.0,9.2,11.3,25,265
3871,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,AS8,Premium Gasoline,12.4,8.8,10.8,26,253
3872,JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6,M6,Premium Gasoline,15.3,10.0,12.9,22,302
3873,JAGUAR,F-TYPE S COUPE AWD,TWO-SEATER,3.0,6,AS8,Premium Gasoline,13.0,9.2,11.3,25,265
3874,JAGUAR,XE 20d AWD,COMPACT,2.0,4,AS8,Diesel,7.8,5.8,6.9,41,186
3875,JAGUAR,XE 35t AWD,COMPACT,3.0,6,AS8,Premium Gasoline,11.8,8.2,10.2,28,238
3876,JAGUAR,XF 20d AWD,MID-SIZE,2.0,4,AS8,Diesel,7.8,5.8,6.9,41,186
3877,JAGUAR,XF 35t AWD,MID-SIZE,3.0,6,AS8,Premium Gasoline,12.0,8.4,10.4,27,243
3878,JAGUAR,XJ R-SPORT 3.0 AWD,FULL-SIZE,3.0,6,AS8,Premium Gasoline,14.0,9.0,11.8,24,276
3879,JAGUAR,XJL PORTFOLIO 3.0 AWD,FULL-SIZE,3.0,6,AS8,Premium Gasoline,14.0,9.4,11.9,24,280
3880,JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Premium Gasoline,15.8,10.3,13.3,21,313
3881,JAGUAR,XJR  LWB,FULL-SIZE,5.0,8,AS8,Premium Gasoline,15.8,10.3,13.3,21,313
3882,JEEP,CHEROKEE,SUV - SMALL,2.4,4,A9,Regular Gasoline,11.0,7.8,9.6,29,225
3883,JEEP,CHEROKEE,SUV - SMALL,3.2,6,A9,Regular Gasoline,11.4,8.3,10.0,28,234
3884,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,2.4,4,A9,Regular Gasoline,11.3,8.4,10.0,28,235
3885,JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6,A9,Regular Gasoline,11.6,8.6,10.3,27,241
3886,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,Regular Gasoline,11.4,8.7,10.2,28,240
3887,JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,3.2,6,A9,Regular Gasoline,12.8,9.0,11.1,25,259
3888,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.4,4,A9,Regular Gasoline,12.1,9.4,10.9,26,256
3889,JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,3.2,6,A9,Regular Gasoline,12.9,9.9,11.6,24,269
3890,JEEP,COMPASS,SUV - SMALL,2.0,4,AV,Regular Gasoline,10.8,9.0,10.0,28,235
3891,JEEP,COMPASS,SUV - SMALL,2.0,4,M5,Regular Gasoline,10.3,7.9,9.3,30,216
3892,JEEP,COMPASS,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.3,8.7,10.1,28,238
3893,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,Regular Gasoline,10.2,8.3,9.3,30,219
3894,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.7,9.2,10.6,27,249
3895,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,AV,Regular Gasoline,11.7,10.3,11.1,25,259
3896,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,Regular Gasoline,10.6,8.7,9.8,29,230
3897,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,3.6,6,A8,Regular Gasoline,12.7,9.6,11.3,25,265
3898,JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,A8,Regular Gasoline,16.6,10.7,14.0,20,328
3899,JEEP,GRAND CHEROKEE SRT8,SUV - STANDARD,6.4,8,A8,Premium Gasoline,18.3,12.6,15.7,18,368
3900,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,A6,Regular Gasoline,10.6,7.6,9.3,30,218
3901,JEEP,NEW COMPASS,SUV - SMALL,2.4,4,M6,Regular Gasoline,10.4,7.3,9.0,31,211
3902,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,A9,Regular Gasoline,10.8,7.8,9.5,30,222
3903,JEEP,NEW COMPASS 4X4,SUV - SMALL,2.4,4,M6,Regular Gasoline,10.8,7.6,9.4,30,221
3904,JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,Regular Gasoline,10.8,9.0,10.0,28,235
3905,JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,Regular Gasoline,10.3,7.9,9.3,30,216
3906,JEEP,PATRIOT,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.3,8.7,10.1,28,238
3907,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,Regular Gasoline,10.2,8.3,9.3,30,219
3908,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,A6,Regular Gasoline,11.7,9.2,10.6,27,249
3909,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,AV,Regular Gasoline,11.7,10.3,11.1,25,259
3910,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,Regular Gasoline,10.6,8.7,9.8,29,230
3911,JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,Regular Gasoline,9.9,7.7,8.9,32,209
3912,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,Regular Gasoline,10.8,7.8,9.5,30,222
3913,JEEP,RENEGADE FFV,SUV - SMALL,2.4,4,A9,Ethanol (E85),14.4,10.2,12.5,23,206
3914,JEEP,RENEGADE 4X4,SUV - SMALL,1.4,4,M6,Regular Gasoline,9.9,7.7,8.9,32,211
3915,JEEP,RENEGADE 4X4,SUV - SMALL,2.4,4,A9,Regular Gasoline,11.2,8.2,9.8,29,230
3917,JEEP,WRANGLER 4X4,SUV - SMALL,3.6,6,M6,Regular Gasoline,14.2,11.0,12.8,22,298
3918,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,Regular Gasoline,14.7,11.7,13.4,21,313
3919,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,M6,Regular Gasoline,15.0,11.4,13.3,21,312
3920,KIA,CADENZA,FULL-SIZE,3.3,6,AS8,Regular Gasoline,11.5,8.5,10.2,28,237
3921,KIA,FORTE (MPI),MID-SIZE,2.0,4,AS6,Regular Gasoline,7.9,6.3,7.2,39,170
3922,KIA,FORTE (GDI),MID-SIZE,2.0,4,AS6,Regular Gasoline,9.4,7.0,8.3,34,198
